date,amount,account_code,account_name,vendor,description,journal_ref
2024-04-23,2927.37,6020,Software Subscriptions,Tyrell Corp,Monthly invoice,JE-00200
2024-03-30,5744.81,6070,Travel & Entertainment,Vandelay Imports,Consulting fee,JE-00669
2024-11-11,1567.05,4020,Service Revenue,Soylent Foods,Vendor payment,JE-00139
2024-12-29,4800.0,6010,Professional Fees,Apex Traders #6921,,JE-00740
2024-03-21,2225.94,7010,Bank Fees,Globex Corp,Consulting fee,JE-00047
2024-05-02,2148.51,4010,Sales Revenue,Initech LLC,Consulting fee,JE-00501
2024-12-31,9600.0,6010,Professional Fees,Vista Trading Co #5248,,JE-00722
2024-11-28,3586.11,6030,Insurance Expense,Initech LLC,Maintenance work,JE-00245
2024-06-11,7844.6,6050,Utilities Expense,Massive Dynamic,Reimbursement,JE-00593
2024-03-08,4572.46,6040,Rent Expense,Stark Industries,Maintenance work,JE-00222
2024-08-28,596.12,5010,Cost of Goods Sold,Initech LLC,Service charge,JE-00164
2024-03-20,1118.19,6090,Office Supplies,Stark Industries,Vendor payment,JE-00197
2024-06-13,3700.0,4020,Service Revenue,Tyrell Corp,Equipment rental,JE-00684
2024-11-28,1330.61,6090,Office Supplies,Stark Industries,Subscription renewal,JE-00521
2024-09-24,5079.23,6080,Repairs & Maintenance,Umbrella Co,Equipment rental,JE-00040
2024-08-13,3604.51,6020,Software Subscriptions,Cyberdyne Systems,Vendor payment,JE-00385
2024-12-27,9600.0,6050,Utilities Expense,Vista Trading Co #2206,,JE-00749
2024-04-08,8345.36,6030,Insurance Expense,Initech LLC,Service charge,JE-00018
2024-09-09,1800.91,4010,Sales Revenue,Umbrella Co,Vendor payment,JE-00138
2024-01-18,3865.29,6010,Professional Fees,Acme Supplies,Monthly invoice,JE-00126
2024-01-11,8583.89,6040,Rent Expense,Tyrell Corp,Vendor payment,JE-00587
2024-05-10,2411.04,6070,Travel & Entertainment,Vandelay Imports,Contract milestone,JE-00440
2024-01-25,5220.71,6010,Professional Fees,Umbrella Co,Contract milestone,JE-00284
2024-09-27,1027.83,5010,Cost of Goods Sold,Acme Supplies,Monthly invoice,JE-00487
2024-02-22,5342.11,6010,Professional Fees,Globex Corp,Reimbursement,JE-00025
2024-11-29,6264.4,6010,Professional Fees,Stark Industries,Consulting fee,JE-00004
2024-07-12,2946.05,6020,Software Subscriptions,Globex Corp,Reimbursement,JE-00392
2024-12-16,6401.63,6040,Rent Expense,Globex Corp,Reimbursement,JE-00633
2024-11-06,1896.37,4020,Service Revenue,Massive Dynamic,Contract milestone,JE-00096
2024-11-21,3586.55,6080,Repairs & Maintenance,Acme Supplies,Service charge,JE-00187
2024-05-01,4525.83,6010,Professional Fees,Tyrell Corp,Contract milestone,JE-00535
2024-12-22,24000.0,6030,Insurance Expense,Redrock LLC #8544,,JE-00777
2024-09-20,1058.78,6090,Office Supplies,Globex Corp,Contract milestone,JE-00321
2024-10-09,4364.93,6040,Rent Expense,Initech LLC,Subscription renewal,JE-00625
2024-11-27,3487.96,7010,Bank Fees,Wayne Enterprises,Consulting fee,JE-00074
2024-08-02,3102.96,6070,Travel & Entertainment,Globex Corp,Maintenance work,JE-00438
2024-12-30,1627.49,4020,Service Revenue,Massive Dynamic,Service charge,JE-00504
2024-07-27,24000.0,6070,Travel & Entertainment,Maple Holdings #3358,,JE-00717
2024-05-20,2573.95,6020,Software Subscriptions,Soylent Foods,Service charge,JE-00123
2024-02-02,4752.35,6040,Rent Expense,Massive Dynamic,Maintenance work,JE-00077
2024-05-21,969.92,6060,Marketing Expense,Umbrella Co,Maintenance work,JE-00309
2024-11-07,5966.84,6030,Insurance Expense,Stark Industries,Equipment rental,JE-00371
2024-09-03,3969.96,6040,Rent Expense,Wayne Enterprises,Reimbursement,JE-00005
2024-06-26,3057.83,4010,Sales Revenue,Stark Industries,Vendor payment,JE-00337
2024-03-19,3628.37,7010,Bank Fees,Umbrella Co,Monthly invoice,JE-00395
2024-01-02,4317.38,6010,Professional Fees,Vandelay Imports,Monthly invoice,JE-00352
2024-11-02,3291.0,7010,Bank Fees,Initech LLC,Consulting fee,JE-00680
2024-10-01,3213.57,6080,Repairs & Maintenance,Tyrell Corp,Service charge,JE-00495
2024-02-05,3500.0,5010,Cost of Goods Sold,Stark Industries,Consulting fee,JE-00661
2024-07-05,6656.89,6030,Insurance Expense,Vandelay Imports,Supplies purchase,JE-00609
2024-05-02,3188.09,4010,Sales Revenue,Tyrell Corp,Reimbursement,JE-00117
2024-01-31,3769.08,7010,Bank Fees,Initech LLC,Reimbursement,JE-00500
2024-08-12,2378.77,4010,Sales Revenue,Umbrella Co,Contract milestone,JE-00313
2024-09-22,9600.0,6060,Marketing Expense,Cedar & Co #5105,,JE-00724
2024-08-30,1076.17,4020,Service Revenue,Globex Corp,Contract milestone,JE-00612
2024-11-29,830.75,6090,Office Supplies,Globex Corp,Equipment rental,JE-00262
2024-04-04,9222.12,4020,Service Revenue,Massive Dynamic,Maintenance work,JE-00676
2024-05-02,1453.45,5010,Cost of Goods Sold,Stark Industries,Contract milestone,JE-00335
2024-05-22,3032.25,6010,Professional Fees,Acme Supplies,Reimbursement,JE-00611
2024-12-28,4800.0,6030,Insurance Expense,Brightway Group #9435,,JE-00764
2024-09-26,6406.98,6050,Utilities Expense,Initech LLC,Service charge,JE-00526
2024-06-24,5657.37,6030,Insurance Expense,Vandelay Imports,Service charge,JE-00648
2024-12-22,24000.0,6050,Utilities Expense,Cedar & Co #8035,,JE-00755
2024-08-30,500.0,6050,Utilities Expense,Acme Supplies,Vendor payment,JE-00683
2024-12-07,24000.0,6020,Software Subscriptions,Apex Traders #2043,,JE-00766
2024-04-18,2791.91,4010,Sales Revenue,Cyberdyne Systems,Contract milestone,JE-00260
2024-01-12,4886.43,6040,Rent Expense,Vandelay Imports,Consulting fee,JE-00579
2024-12-16,4917.31,6050,Utilities Expense,Acme Supplies,Reimbursement,JE-00538
2024-12-26,1249.39,6060,Marketing Expense,Stark Industries,Monthly invoice,JE-00638
2024-05-23,5910.17,6050,Utilities Expense,Massive Dynamic,Subscription renewal,JE-00565
2024-05-08,5054.23,6070,Travel & Entertainment,Wayne Enterprises,Reimbursement,JE-00590
2024-01-19,2644.05,4010,Sales Revenue,Cyberdyne Systems,Supplies purchase,JE-00169
2024-08-12,2424.48,4010,Sales Revenue,Vandelay Imports,Reimbursement,JE-00265
2024-01-21,24000.0,6070,Travel & Entertainment,Quantum Ventures #4461,,JE-00759
2024-06-19,2358.3,7010,Bank Fees,Vandelay Imports,Service charge,JE-00140
2024-11-13,5346.26,6010,Professional Fees,Wayne Enterprises,Subscription renewal,JE-00603
2024-12-28,24000.0,6030,Insurance Expense,Northwind Co #5437,,JE-00773
2024-06-02,9600.0,5010,Cost of Goods Sold,Echo Services #3563,,JE-00793
2024-08-04,4800.0,7010,Bank Fees,Beacon LLC #4960,,JE-00775
2024-03-20,3566.25,6070,Travel & Entertainment,Wayne Enterprises,Subscription renewal,JE-00515
2024-08-13,1148.01,4020,Service Revenue,Massive Dynamic,Contract milestone,JE-00269
2024-07-09,6977.08,6050,Utilities Expense,Vandelay Imports,Equipment rental,JE-00376
2024-12-06,6662.72,6040,Rent Expense,Vandelay Imports,Contract milestone,JE-00263
2024-09-26,1924.08,6020,Software Subscriptions,Acme Supplies,Contract milestone,JE-00582
2024-04-15,3931.54,7010,Bank Fees,Wayne Enterprises,Contract milestone,JE-00364
2024-04-11,1378.66,6090,Office Supplies,Acme Supplies,Vendor payment,JE-00348
2024-01-05,1341.12,5010,Cost of Goods Sold,Vandelay Imports,Vendor payment,JE-00330
2024-09-12,3590.72,6020,Software Subscriptions,Stark Industries,Contract milestone,JE-00012
2024-10-04,757.59,6090,Office Supplies,Globex Corp,Consulting fee,JE-00203
2024-12-25,9600.0,6040,Rent Expense,Echo Services #2483,,JE-00725
2024-03-01,5034.55,6040,Rent Expense,Globex Corp,Contract milestone,JE-00546
2024-11-14,1961.75,4020,Service Revenue,Wayne Enterprises,Reimbursement,JE-00543
2024-05-21,2224.13,4010,Sales Revenue,Acme Supplies,Vendor payment,JE-00283
2024-04-08,1178.87,6090,Office Supplies,Stark Industries,Service charge,JE-00252
2024-07-04,2645.03,4010,Sales Revenue,Soylent Foods,Contract milestone,JE-00497
2024-11-08,4494.68,6050,Utilities Expense,Cyberdyne Systems,Equipment rental,JE-00294
2024-04-12,38124.09,6030,Insurance Expense,Hooli Inc,Subscription renewal,JE-00700
2024-03-30,4800.0,6080,Repairs & Maintenance,Echo Services #7688,,JE-00780
2024-02-01,6286.3,6030,Insurance Expense,Hooli Inc,Equipment rental,JE-00190
2024-02-05,3116.63,6020,Software Subscriptions,Wayne Enterprises,Consulting fee,JE-00213
2024-10-17,2591.1,4010,Sales Revenue,Hooli Inc,Monthly invoice,JE-00229
2024-01-12,3794.52,6070,Travel & Entertainment,Tyrell Corp,Supplies purchase,JE-00453
2024-02-21,3530.18,6080,Repairs & Maintenance,Globex Corp,Service charge,JE-00241
2024-11-21,2477.57,6020,Software Subscriptions,Massive Dynamic,Vendor payment,JE-00539
2024-08-30,2784.61,6040,Rent Expense,Tyrell Corp,Monthly invoice,JE-00608
2024-12-17,3173.58,6010,Professional Fees,Vandelay Imports,Contract milestone,JE-00059
2024-01-16,2840.24,6020,Software Subscriptions,Vandelay Imports,Supplies purchase,JE-00390
2024-08-09,747.85,5010,Cost of Goods Sold,Stark Industries,Subscription renewal,JE-00014
2024-02-07,6730.77,6030,Insurance Expense,Globex Corp,Service charge,JE-00389
2024-01-01,2649.8,6070,Travel & Entertainment,Initech LLC,Consulting fee,JE-00275
2024-08-25,4800.0,6010,Professional Fees,Quantum Ventures #1117,,JE-00750
2024-10-21,2931.52,6070,Travel & Entertainment,Umbrella Co,Contract milestone,JE-00507
2024-11-06,4249.32,6070,Travel & Entertainment,Stark Industries,Service charge,JE-00517
2024-07-26,4619.41,6050,Utilities Expense,Vandelay Imports,Reimbursement,JE-00462
2024-01-02,1293.96,6060,Marketing Expense,Globex Corp,Vendor payment,JE-00509
2024-03-25,926.42,6090,Office Supplies,Globex Corp,Vendor payment,JE-00046
2024-12-13,3227.97,4010,Sales Revenue,Initech LLC,Monthly invoice,JE-00554
2024-10-16,2335.42,4010,Sales Revenue,Massive Dynamic,Supplies purchase,JE-00072
2024-05-02,5393.46,6040,Rent Expense,Stark Industries,Equipment rental,JE-00411
2024-10-29,982.99,6060,Marketing Expense,Stark Industries,Subscription renewal,JE-00469
2024-12-26,9600.0,6090,Office Supplies,Apex Traders #1325,,JE-00791
2024-07-12,832.76,6090,Office Supplies,Hooli Inc,Reimbursement,JE-00415
2024-06-19,7558.89,6030,Insurance Expense,Umbrella Co,Subscription renewal,JE-00541
2024-08-14,5697.32,6030,Insurance Expense,Umbrella Co,Maintenance work,JE-00420
2024-12-26,9600.0,6010,Professional Fees,Northwind Co #5628,,JE-00713
2024-05-24,18781.88,7010,Bank Fees,Cyberdyne Systems,Subscription renewal,JE-00687
2024-07-17,30968.71,6080,Repairs & Maintenance,Stark Industries,Subscription renewal,JE-00663
2024-02-28,5066.85,6070,Travel & Entertainment,Initech LLC,Equipment rental,JE-00030
2024-05-06,2673.44,4010,Sales Revenue,Massive Dynamic,Service charge,JE-00093
2024-11-11,3600.84,6030,Insurance Expense,Vandelay Imports,Maintenance work,JE-00488
2024-06-21,1423.47,4010,Sales Revenue,Hooli Inc,Subscription renewal,JE-00356
2024-02-05,2522.03,4010,Sales Revenue,Acme Supplies,Service charge,JE-00555
2024-12-26,4800.0,6020,Software Subscriptions,Redrock LLC #7203,,JE-00797
2024-02-01,1004.95,5010,Cost of Goods Sold,Tyrell Corp,Supplies purchase,JE-00424
2024-12-10,2849.84,6070,Travel & Entertainment,Umbrella Co,Vendor payment,JE-00192
2024-07-15,511.55,6060,Marketing Expense,Wayne Enterprises,Reimbursement,JE-00091
2024-09-04,4362.39,6020,Software Subscriptions,Hooli Inc,Reimbursement,JE-00067
2024-04-08,1050.03,4020,Service Revenue,Globex Corp,Monthly invoice,JE-00326
2024-11-06,5797.65,6030,Insurance Expense,Vandelay Imports,Maintenance work,JE-00220
2024-09-04,3288.23,7010,Bank Fees,Initech LLC,Maintenance work,JE-00247
2024-03-19,1223.43,5010,Cost of Goods Sold,Wayne Enterprises,Equipment rental,JE-00217
2024-05-02,4301.77,6040,Rent Expense,Cyberdyne Systems,Contract milestone,JE-00024
2024-12-22,9600.0,6010,Professional Fees,Brightway Group #5608,,JE-00721
2024-12-30,3100.0,4020,Service Revenue,Tyrell Corp,Contract milestone,JE-00710
2024-07-04,1067.59,6020,Software Subscriptions,Umbrella Co,Equipment rental,JE-00234
2024-04-17,3858.47,7010,Bank Fees,Acme Supplies,Supplies purchase,JE-00397
2024-05-11,9600.0,5010,Cost of Goods Sold,Vista Trading Co #1551,,JE-00757
2024-12-26,1250.47,6060,Marketing Expense,Umbrella Co,Vendor payment,JE-00150
2024-01-28,4800.0,6010,Professional Fees,Quantum Ventures #2772,,JE-00739
2024-09-28,9600.0,6050,Utilities Expense,Pinecone Partners #9127,,JE-00763
2024-04-08,4875.78,6050,Utilities Expense,Tyrell Corp,Supplies purchase,JE-00163
2024-12-24,4492.61,6080,Repairs & Maintenance,Stark Industries,Monthly invoice,JE-00161
2024-12-30,4800.0,6070,Travel & Entertainment,Redrock LLC #2143,,JE-00788
2024-08-05,3249.12,6020,Software Subscriptions,Globex Corp,Reimbursement,JE-00566
2024-01-09,1057.14,6060,Marketing Expense,Tyrell Corp,Vendor payment,JE-00153
2024-10-25,2502.37,6030,Insurance Expense,Vandelay Imports,Consulting fee,JE-00441
2024-01-02,8391.97,6030,Insurance Expense,Vandelay Imports,Equipment rental,JE-00623
2024-04-11,1379.39,5010,Cost of Goods Sold,Initech LLC,Service charge,JE-00127
2024-11-07,3674.25,6020,Software Subscriptions,Stark Industries,Supplies purchase,JE-00027
2024-02-19,4051.57,6010,Professional Fees,Soylent Foods,Subscription renewal,JE-00645
2024-07-05,3076.89,6070,Travel & Entertainment,Hooli Inc,Contract milestone,JE-00516
2024-12-06,1494.85,5010,Cost of Goods Sold,Vandelay Imports,Consulting fee,JE-00484
2024-07-28,9600.0,5010,Cost of Goods Sold,Cedar & Co #3662,,JE-00774
2024-02-26,3333.65,7010,Bank Fees,Acme Supplies,Equipment rental,JE-00095
2024-08-04,1201.11,5010,Cost of Goods Sold,Initech LLC,Equipment rental,JE-00667
2024-04-30,1071.63,6060,Marketing Expense,Initech LLC,Monthly invoice,JE-00426
2024-05-03,1970.16,4020,Service Revenue,Globex Corp,Consulting fee,JE-00375
2024-09-16,4204.92,6010,Professional Fees,Vandelay Imports,Vendor payment,JE-00267
2024-04-09,985.67,6090,Office Supplies,Vandelay Imports,Service charge,JE-00144
2024-10-25,5138.52,6040,Rent Expense,Cyberdyne Systems,Contract milestone,JE-00450
2024-08-10,2938.32,6080,Repairs & Maintenance,Hooli Inc,Reimbursement,JE-00702
2024-07-30,2216.33,4020,Service Revenue,Massive Dynamic,Service charge,JE-00108
2024-12-11,718.78,6060,Marketing Expense,Wayne Enterprises,Maintenance work,JE-00122
2024-12-13,3150.08,7010,Bank Fees,Globex Corp,Contract milestone,JE-00410
2024-01-12,1145.53,5010,Cost of Goods Sold,Wayne Enterprises,Vendor payment,JE-00193
2024-07-27,3795.56,6020,Software Subscriptions,Cyberdyne Systems,Maintenance work,JE-00696
2024-03-19,3466.68,6080,Repairs & Maintenance,Cyberdyne Systems,Subscription renewal,JE-00630
2024-03-26,3125.71,6020,Software Subscriptions,Cyberdyne Systems,Vendor payment,JE-00087
2024-02-27,5228.17,6010,Professional Fees,Massive Dynamic,Consulting fee,JE-00086
2024-05-27,2967.14,7010,Bank Fees,Umbrella Co,Consulting fee,JE-00058
2024-12-11,5622.27,6040,Rent Expense,Globex Corp,Supplies purchase,JE-00564
2024-08-06,3350.24,7010,Bank Fees,Stark Industries,Consulting fee,JE-00344
2024-07-12,994.04,6060,Marketing Expense,Massive Dynamic,Service charge,JE-00431
2024-02-20,2292.88,6070,Travel & Entertainment,Vista Trading Co #8028,Monthly invoice,JE-00701
2024-08-16,593.66,4010,Sales Revenue,Initech LLC,Monthly invoice,JE-00107
2024-02-09,5992.94,6050,Utilities Expense,Stark Industries,Consulting fee,JE-00244
2024-06-23,3278.98,7010,Bank Fees,Initech LLC,Supplies purchase,JE-00695
2024-12-30,8244.79,6040,Rent Expense,Cyberdyne Systems,Vendor payment,JE-00478
2024-07-18,2043.18,7010,Bank Fees,Wayne Enterprises,Contract milestone,JE-00246
2024-06-10,3847.8,4010,Sales Revenue,Hooli Inc,Consulting fee,JE-00644
2024-05-16,2118.6,6010,Professional Fees,Vandelay Imports,Service charge,JE-00113
2024-11-11,3162.82,4010,Sales Revenue,Acme Supplies,Equipment rental,JE-00449
2024-08-14,2534.51,6080,Repairs & Maintenance,Acme Supplies,Service charge,JE-00347
2024-01-17,1320.93,4020,Service Revenue,Globex Corp,Supplies purchase,JE-00181
2024-02-07,3308.91,6080,Repairs & Maintenance,Cyberdyne Systems,Reimbursement,JE-00055
2024-01-02,3344.17,4010,Sales Revenue,Soylent Foods,Service charge,JE-00143
2024-07-08,1058.31,5010,Cost of Goods Sold,Umbrella Co,Vendor payment,JE-00136
2024-05-10,5228.57,6040,Rent Expense,Initech LLC,Subscription renewal,JE-00223
2024-01-24,4343.76,6010,Professional Fees,Massive Dynamic,Reimbursement,JE-00318
2024-09-17,3646.4,6050,Utilities Expense,Massive Dynamic,Subscription renewal,JE-00034
2024-07-22,358.53,6090,Office Supplies,Cyberdyne Systems,Consulting fee,JE-00170
2024-12-26,24000.0,6030,Insurance Expense,Summit Holdings #3277,,JE-00737
2024-12-26,5406.56,6040,Rent Expense,Globex Corp,Subscription renewal,JE-00641
2024-06-29,4800.0,5010,Cost of Goods Sold,Pinecone Partners #8712,,JE-00792
2024-06-05,4328.63,7010,Bank Fees,Hooli Inc,Reimbursement,JE-00307
2024-12-24,9600.0,6060,Marketing Expense,Redrock LLC #9707,,JE-00770
2024-06-25,2997.34,6020,Software Subscriptions,Massive Dynamic,Contract milestone,JE-00439
2024-08-27,2339.87,4020,Service Revenue,Tyrell Corp,Vendor payment,JE-00080
2024-08-16,2951.33,6020,Software Subscriptions,Umbrella Co,Monthly invoice,JE-00099
2024-01-17,726.62,6090,Office Supplies,Vandelay Imports,Equipment rental,JE-00115
2024-10-24,3467.35,6020,Software Subscriptions,Massive Dynamic,Service charge,JE-00632
2024-09-13,1900.0,6020,Software Subscriptions,Vandelay Imports,Consulting fee,JE-00665
2024-12-26,9600.0,6070,Travel & Entertainment,Beacon LLC #5464,,JE-00758
2024-06-19,1055.68,6060,Marketing Expense,Acme Supplies,Monthly invoice,JE-00545
2024-10-30,1358.5,6060,Marketing Expense,Wayne Enterprises,Contract milestone,JE-00465
2024-10-04,1836.29,6020,Software Subscriptions,Hooli Inc,Monthly invoice,JE-00196
2024-03-19,993.72,6060,Marketing Expense,Massive Dynamic,Equipment rental,JE-00261
2024-06-29,24000.0,5010,Cost of Goods Sold,Northwind Co #3866,,JE-00718
2024-09-23,8816.62,6030,Insurance Expense,Hooli Inc,Monthly invoice,JE-00105
2024-09-20,3548.44,6080,Repairs & Maintenance,Massive Dynamic,Equipment rental,JE-00474
2024-04-18,5325.74,6010,Professional Fees,Initech LLC,Reimbursement,JE-00238
2024-01-18,4821.16,6050,Utilities Expense,Massive Dynamic,Vendor payment,JE-00033
2024-02-21,1333.21,6060,Marketing Expense,Globex Corp,Monthly invoice,JE-00452
2024-04-15,2826.89,6080,Repairs & Maintenance,Initech LLC,Contract milestone,JE-00083
2024-12-06,2755.02,4010,Sales Revenue,Stark Industries,Supplies purchase,JE-00049
2024-01-18,3059.44,7010,Bank Fees,Globex Corp,Supplies purchase,JE-00125
2024-01-26,5893.65,6080,Repairs & Maintenance,Stark Industries,Vendor payment,JE-00528
2024-02-07,6275.39,6030,Insurance Expense,Tyrell Corp,Contract milestone,JE-00654
2024-08-20,3639.24,6080,Repairs & Maintenance,Acme Supplies,Contract milestone,JE-00372
2024-05-01,1185.09,6060,Marketing Expense,Hooli Inc,Consulting fee,JE-00298
2024-12-19,971.27,7010,Bank Fees,Stark Industries,Consulting fee,JE-00421
2024-03-05,2866.33,7010,Bank Fees,Hooli Inc,Vendor payment,JE-00202
2024-04-02,9383.76,4020,Service Revenue,Stark Industries,Consulting fee,JE-00658
2024-10-16,4781.26,6070,Travel & Entertainment,Globex Corp,Monthly invoice,JE-00148
2024-06-28,2985.95,6040,Rent Expense,Globex Corp,Contract milestone,JE-00013
2024-09-15,24000.0,6060,Marketing Expense,Brightway Group #4200,,JE-00732
2024-12-23,24000.0,6040,Rent Expense,Maple Holdings #1321,,JE-00752
2024-07-25,2746.15,6050,Utilities Expense,Initech LLC,Service charge,JE-00639
2024-02-20,773.68,6090,Office Supplies,Tyrell Corp,Service charge,JE-00433
2024-11-20,2355.87,4020,Service Revenue,Umbrella Co,Equipment rental,JE-00475
2024-11-27,1852.44,4020,Service Revenue,Vandelay Imports,Equipment rental,JE-00184
2024-03-20,760.39,6090,Office Supplies,Globex Corp,Maintenance work,JE-00417
2024-10-24,1446.82,6090,Office Supplies,Wayne Enterprises,,JE-00693
2024-12-26,3712.66,7010,Bank Fees,Umbrella Co,Monthly invoice,JE-00614
2024-04-28,4800.0,6030,Insurance Expense,Vista Trading Co #2056,,JE-00771
2024-02-28,3769.67,6080,Repairs & Maintenance,Vandelay Imports,Supplies purchase,JE-00594
2024-10-22,2960.92,4010,Sales Revenue,Umbrella Co,Vendor payment,JE-00374
2024-04-29,2945.21,6020,Software Subscriptions,Soylent Foods,Consulting fee,JE-00640
2024-04-22,2073.16,4010,Sales Revenue,Cyberdyne Systems,Equipment rental,JE-00016
2024-03-26,2793.24,4010,Sales Revenue,Globex Corp,Supplies purchase,JE-00304
2024-05-13,6570.24,6040,Rent Expense,Stark Industries,Consulting fee,JE-00520
2024-02-22,2821.58,6080,Repairs & Maintenance,Wayne Enterprises,Subscription renewal,JE-00293
2024-07-22,3154.04,4010,Sales Revenue,Soylent Foods,Supplies purchase,JE-00381
2024-08-29,8042.73,6030,Insurance Expense,Acme Supplies,Service charge,JE-00232
2024-11-06,4355.44,7010,Bank Fees,Cyberdyne Systems,Equipment rental,JE-00325
2024-03-11,2893.85,6020,Software Subscriptions,Globex Corp,Reimbursement,JE-00114
2024-03-05,5031.4,6010,Professional Fees,Initech LLC,Vendor payment,JE-00085
2024-11-07,3753.77,6040,Rent Expense,Wayne Enterprises,Supplies purchase,JE-00132
2024-09-26,2692.47,6010,Professional Fees,Cyberdyne Systems,Vendor payment,JE-00490
2024-12-30,9600.0,7010,Bank Fees,Brightway Group #5917,,JE-00743
2024-08-26,1032.49,6090,Office Supplies,Vandelay Imports,Maintenance work,JE-00482
2024-12-22,24000.0,6090,Office Supplies,Pinecone Partners #6886,,JE-00716
2024-02-12,471.29,6090,Office Supplies,Hooli Inc,Contract milestone,JE-00276
2024-04-13,4800.0,7010,Bank Fees,Vista Trading Co #4256,,JE-00769
2024-09-27,1745.55,4020,Service Revenue,Soylent Foods,Reimbursement,JE-00111
2024-08-19,2514.92,6080,Repairs & Maintenance,Cyberdyne Systems,Service charge,JE-00583
2024-09-30,1163.94,6060,Marketing Expense,Vandelay Imports,Subscription renewal,JE-00544
2024-01-04,1676.18,6080,Repairs & Maintenance,Globex Corp,Monthly invoice,JE-00365
